SR. NO.,ACC_X,ACC_Y,ACC_Z,ROTATION_X,ROTATION_Y,ROTATION_Z,TEMP C lm35,TEMP F lm 35,galvanic skin response,Heartrate,bpm/SpO2
230..7-2.570,,5,0,322,502.00-09.,5000,-,-0,808,27.048..35800,0.68,07.00.08,0.9110
-018.,-520.31,-0-0-18,-52,0.325,0.434.,0.-00,-,149,.003,-.26.2
3-08.-2.,5006,5,2,15,.40,37,-0.00470,.38.,0.0..8,-,1,5004,-8.90.9,
.018.-27..001,,058,0732,0.089-0.14100043,-0.0.89-01.,510039,-0,9,0
-0.25,-0.03,0.87,-19.31,-1.24,-1.92,12.97,55.35,516,0.00,0.00
-0.25,-0.04,0.87,-19.44,-1.06,-2.15,11.92,53.46,510,0.00,0.00
-0.25,-0.04,0.87,-19.31,-0.92,-2.19,12.08,53.75,508,0.00,0.00
-0.25,-0.03,0.87,-19.31,-1.02,-2.23,11.20,52.16,508,0.00,0.00
-0.25,-0.03,0.87,-19.44,-1.13,-2.07,11.28,52.30,506,0.00,0.00
-0.26,-0.03,0.87,-19.68,-0.83,-2.15,11.68,53.03,513,0.00,0.00
-0.26,-0.03,0.86,-19.07,-0.90,-2.21,11.68,53.03,511,0.00,0.00
-0.26,-0.03,0.87,-19.56,-0.85,-2.11,13.78,56.80,511,0.00,0.00
-0.25,-0.03,0.87,-19.31,-1.07,-2.13,12.89,55.20,512,0.00,0.00
-0.25,-0.04,0.88,-19.56,-0.86,-2.21,11.92,53.46,509,0.00,0.00
-0.25,-0.04,0.87,-19.31,-1.11,-1.77,11.84,53.32,513,0.00,0.00
-0.25,-0.03,0.86,-19.56,-1.02,-1.74,13.37,56.07,513,0.00,0.00
-0.26,-0.04,0.87,-19.31,-0.98,0.33,12.97,55.35,510,0.00,0.00
-0.27,-0.04,0.87,-19.68,-0.56,-0.94,12.49,54.48,507,0.00,0.00
-0.26,-0.03,0.86,-19.44,-1.10,-2.00,11.36,52.45,509,0.00,0.00
-0.26,-0.04,0.88,-19.44,-1.10,-2.71,10.80,51.43,511,0.00,0.00
-0.26,-0.04,0.87,-19.56,-1.11,-2.34,10.88,51.58,509,0.00,0.00
-0.26,-0.04,0.88,-19.31,-1.15,-2.49,11.60,52.88,510,0.00,0.00
-0.26,-0.04,0.88,-19.07,-1.05,-2.47,11.44,52.59,514,0.00,0.00
-0.26,-0.04,0.87,-19.44,-1.10,-2.25,11.60,52.88,513,0.00,0.00
-0.26,-0.04,0.87,-19.56,-1.08,-2.10,11.60,52.88,508,47.46,0.00
-0.25,-0.04,0.86,-19.44,-0.87,-2.18,12.65,54.77,513,47.46,0.00
-0.26,-0.03,0.87,-19.56,-0.92,-1.99,12.41,54.33,509,47.46,0.00
-0.26,-0.03,0.88,-19.56,-1.05,-2.08,12.00,53.61,510,47.46,0.00
-0.26,-0.03,0.87,-19.44,-1.04,-1.64,11.04,51.87,513,47.46,0.00
-0.26,-0.03,0.87,-19.44,-0.89,-1.58,11.28,52.30,510,47.46,0.00
-0.26,-0.03,0.86,-19.31,-0.86,-1.79,11.68,53.03,512,47.46,0.00
-0.26,-0.04,0.86,-19.68,-0.91,-2.20,12.65,54.77,512,63.58,0.00
-0.25,-0.04,0.87,-19.56,-0.94,-2.07,11.20,52.16,509,63.58,0.00
-0.26,-0.03,0.87,-19.44,-0.93,-2.26,12.00,53.61,511,63.58,0.00
-0.25,-0.04,0.87,-19.44,-1.18,-2.11,11.36,52.45,508,63.58,0.00
-0.26,-0.04,0.87,-19.56,-0.73,-2.18,11.60,52.88,509,63.58,0.00
-0.26,-0.04,0.87,-19.44,-0.89,-2.01,11.68,53.03,512,63.58,0.00
-0.25,-0.04,0.87,-19.56,-1.02,-2.35,11.84,53.32,510,63.58,0.00
-0.26,-0.03,0.87,-19.07,-0.95,-2.22,13.54,56.36,514,71.99,132.00
-0.26,-0.03,0.86,-19.44,-1.02,-2.04,12.17,53.90,510,71.99,132.00
-0.26,-0.03,0.87,-19.31,-1.02,-2.11,10.47,50.85,511,71.99,132.00
-0.26,-0.03,0.87,-19.44,-1.08,-2.30,11.60,52.88,511,71.99,132.00
-0.26,-0.04,0.87,-19.56,-1.13,-2.02,12.08,53.75,510,71.99,132.00
-0.26,-0.03,0.87,-19.44,-1.05,-2.39,10.31,50.56,513,71.99,132.00
-0.25,-0.03,0.86,-19.56,-1.35,-2.46,11.60,52.88,512,71.99,132.00
-0.26,-0.03,0.87,-19.68,-1.18,-2.46,10.80,51.43,510,71.99,132.00
-0.26,-0.04,0.87,-19.56,-1.22,-2.34,12.73,54.91,510,72.12,132.00
-0.26,-0.04,0.87,-19.44,-1.02,-2.46,12.08,53.75,509,72.12,132.00
-0.26,-0.04,0.88,-19.44,-1.09,-2.10,11.12,52.01,511,72.12,132.00
-0.26,-0.03,0.86,-19.80,-1.15,-2.18,12.00,53.61,509,72.12,132.00
-0.26,-0.04,0.88,-19.44,-0.89,-2.24,12.00,53.61,507,72.12,132.00
-0.26,-0.03,0.86,-19.44,-1.08,-2.15,11.68,53.03,514,72.12,132.00
-0.26,-0.04,0.86,-19.31,-1.04,-2.21,12.81,55.06,513,72.12,132.00
-0.26,-0.03,0.88,-19.56,-1.11,-1.98,12.08,53.75,508,72.12,132.00
-0.26,-0.04,0.87,-19.68,-0.84,-2.24,12.89,55.20,510,73.66,132.00
-0.25,-0.04,0.87,-19.19,-1.01,-2.08,11.76,53.17,509,73.66,132.00
-0.26,-0.04,0.87,-19.56,-0.92,-2.08,12.57,54.62,507,73.66,132.00
-0.25,-0.04,0.87,-19.44,-1.12,-2.19,10.88,51.58,511,73.66,132.00
-0.25,-0.04,0.87,-19.68,-0.92,-1.97,11.52,52.74,510,73.66,132.00
-0.25,-0.04,0.87,-19.56,-0.99,-1.96,11.60,52.88,513,73.66,132.00
-0.26,-0.04,0.87,-19.44,-0.95,-2.17,12.33,54.19,512,73.66,132.00
-0.26,-0.04,0.86,-19.44,-1.05,-2.16,11.60,52.88,512,76.80,96.00
-0.26,-0.03,0.86,-19.56,-1.02,-2.29,11.76,53.17,507,76.80,96.00
-0.25,-0.04,0.87,-19.68,-0.92,-2.01,11.52,52.74,509,76.80,96.00
-0.25,-0.04,0.88,-19.56,-1.24,-2.22,12.65,54.77,509,76.80,96.00
-0.25,-0.04,0.87,-19.56,-0.87,-2.07,12.81,55.06,512,76.80,96.00
-0.26,-0.04,0.87,-19.44,-1.02,-2.04,11.20,52.16,507,76.80,96.00
-0.26,-0.03,0.87,-19.44,-0.94,-2.06,12.17,53.90,509,76.80,96.00
-0.25,-0.03,0.87,-19.56,-0.98,-2.10,10.80,51.43,508,78.07,96.00
-0.26,-0.04,0.87,-19.68,-0.94,-2.30,11.76,53.17,501,78.07,96.00
-0.25,-0.04,0.87,-19.56,-1.07,-2.19,11.60,52.88,510,78.07,96.00
-0.26,-0.03,0.87,-19.56,-1.08,-2.08,10.88,51.58,510,78.07,96.00
-0.26,-0.04,0.86,-19.44,-1.11,-2.04,11.68,53.03,513,78.07,96.00
-0.26,-0.04,0.87,-19.31,-0.89,-2.25,12.65,54.77,511,78.07,96.00
-0.25,-0.03,0.87,-19.80,-0.98,-2.38,10.55,51.00,513,78.07,96.00
-0.26,-0.04,0.87,-19.44,-0.91,-2.15,11.60,52.88,511,78.07,96.00
-0.25,-0.03,0.86,-19.31,-1.03,-2.17,12.00,53.61,510,74.44,96.00
-0.25,-0.04,0.88,-19.68,-0.99,-2.28,11.60,52.88,513,74.44,96.00
-0.26,-0.03,0.87,-19.31,-1.13,-2.24,11.68,53.03,514,74.44,96.00
-0.25,-0.04,0.89,-19.44,-1.85,-4.30,12.00,53.61,510,74.44,96.00
-0.26,-0.03,0.87,-19.56,-1.03,-1.91,13.13,55.64,513,74.44,96.00
-0.25,-0.03,0.88,-19.56,-1.09,-2.08,11.84,53.32,510,74.44,96.00
-0.25,-0.04,0.87,-19.44,-1.06,-2.33,12.00,53.61,510,74.44,96.00
-0.26,-0.03,0.88,-19.44,-0.88,-2.24,12.33,54.19,507,74.44,96.00
-0.26,-0.03,0.87,-19.31,-1.08,-1.96,12.00,53.61,511,74.11,96.00
-0.25,-0.03,0.87,-19.44,-0.95,-2.34,10.07,50.13,513,74.11,96.00
-0.26,-0.04,0.88,-19.56,-1.06,-2.23,13.05,55.49,513,74.11,96.00
-0.25,-0.04,0.86,-19.44,-1.17,-2.21,12.41,54.33,510,74.11,96.00
-0.26,-0.04,0.87,-19.31,-1.05,-2.18,12.97,55.35,513,74.11,96.00
-0.26,-0.03,0.86,-19.44,-0.98,-1.91,10.23,50.42,509,74.11,96.00
-0.26,-0.03,0.87,-19.68,-0.86,-2.12,11.60,52.88,510,74.11,96.00
-0.25,-0.03,0.87,-19.56,-1.05,-2.19,10.80,51.43,510,74.11,96.00
-0.26,-0.03,0.87,-19.68,-1.01,-1.89,11.76,53.17,511,76.35,96.00
-0.26,-0.04,0.87,-19.56,-0.93,-2.02,12.89,55.20,508,76.35,96.00
-0.25,-0.03,0.87,-19.56,-1.03,-2.43,12.00,53.61,511,76.35,96.00
-0.25,-0.04,0.87,-19.19,-1.15,-2.22,11.76,53.17,511,76.35,96.00
-0.26,-0.03,0.88,-19.56,-0.93,-1.92,11.52,52.74,509,76.35,96.00
-0.26,-0.04,0.87,-19.56,-1.06,-2.09,12.08,53.75,510,76.35,96.00
-0.26,-0.03,0.87,-19.56,-1.08,-2.12,11.28,52.30,508,76.35,96.00
-0.26,-0.04,0.87,-19.56,-0.81,-1.81,11.60,52.88,516,79.75,96.00
-0.26,-0.03,0.87,-19.68,-1.18,-1.60,11.20,52.16,512,79.75,96.00
-0.25,-0.04,0.88,-19.31,-0.99,-2.11,12.41,54.33,510,79.75,96.00
-0.26,-0.03,0.87,-19.56,-0.89,-2.14,12.08,53.75,509,79.75,96.00
-0.26,-0.04,0.87,-19.44,-0.82,-2.09,10.55,51.00,513,79.75,96.00
-0.26,-0.04,0.87,-19.56,-1.12,-2.34,12.25,54.04,510,79.75,96.00
-0.26,-0.04,0.87,-19.56,-1.09,-2.27,12.49,54.48,508,79.75,96.00
-0.26,-0.04,0.87,-19.80,-0.98,-2.02,11.60,52.88,510,79.90,96.00
-0.25,-0.04,0.87,-19.68,-1.05,-2.21,12.25,54.04,512,79.90,96.00
-0.25,-0.04,0.87,-19.80,-1.30,-2.09,11.60,52.88,509,79.90,96.00
-0.26,-0.03,0.87,-19.56,-1.11,-2.40,12.73,54.91,508,79.90,96.00
-0.25,-0.04,0.87,-19.68,-1.11,-2.15,10.39,50.71,510,79.90,96.00
-0.26,-0.03,0.87,-19.56,-1.21,-2.29,12.17,53.90,507,79.90,96.00
-0.26,-0.03,0.84,-19.56,-1.79,-3.92,11.44,52.59,511,79.90,96.00
-0.25,-0.03,0.86,-19.56,-0.80,-1.73,11.60,52.88,509,83.85,96.00
-0.26,-0.03,0.87,-19.44,-1.00,-1.97,11.36,52.45,516,83.85,96.00
-0.26,-0.03,0.87,-19.56,-1.10,-1.97,11.76,53.17,513,83.85,96.00
-0.25,-0.04,0.88,-19.31,-0.97,-2.15,12.73,54.91,507,83.85,96.00
-0.26,-0.03,0.86,-19.68,-0.92,-1.92,11.60,52.88,508,83.85,96.00
-0.26,-0.03,0.87,-19.80,-1.14,-2.18,11.60,52.88,511,83.85,96.00
-0.25,-0.03,0.87,-19.56,-1.01,-2.19,11.12,52.01,514,83.85,96.00
-0.25,-0.03,0.86,-19.44,-0.95,-2.07,11.36,52.45,513,82.78,96.00
-0.26,-0.04,0.87,-19.31,-0.99,-2.25,12.00,53.61,511,82.78,96.00
-0.25,-0.04,0.88,-19.56,-0.90,-2.11,9.83,49.69,511,82.78,96.00
-0.26,-0.03,0.87,-19.56,-0.95,-2.13,12.17,53.90,514,82.78,96.00
-0.26,-0.04,0.87,-19.44,-1.09,-2.05,12.41,54.33,504,82.78,96.00
-0.26,-0.03,0.87,-19.56,-0.89,-2.15,11.12,52.01,512,82.78,96.00
-0.25,-0.03,0.87,-19.56,-0.99,-2.05,11.36,52.45,512,83.81,96.00
-0.25,-0.03,0.87,-19.68,-0.82,-1.87,10.39,50.71,513,83.81,96.00
-0.25,-0.04,0.86,-19.31,-1.10,-2.02,13.29,55.93,513,83.81,96.00
-0.25,-0.03,0.86,-19.68,-0.82,-2.16,11.04,51.87,510,83.81,96.00
-0.26,-0.03,0.87,-19.44,-0.98,-2.16,11.84,53.32,511,83.81,96.00
-0.25,-0.04,0.87,-19.31,-0.96,-2.17,10.88,51.58,512,83.81,96.00
-0.26,-0.03,0.86,-19.68,-1.18,-2.07,11.04,51.87,509,83.81,96.00
-0.26,-0.04,0.86,-19.56,-0.89,-2.12,12.00,53.61,509,83.81,96.00
-0.26,-0.03,0.87,-19.68,-0.93,-2.47,12.17,53.90,512,82.02,96.00
-0.25,-0.04,0.88,-19.56,-0.93,-2.26,12.17,53.90,512,82.02,96.00
-0.25,-0.03,0.87,-19.68,-0.97,-2.14,12.89,55.20,512,82.02,96.00
-0.25,-0.04,0.88,-19.31,-1.19,-2.32,8.86,47.95,508,82.02,96.00
-0.26,-0.03,0.87,-19.31,-0.93,-2.14,11.60,52.88,510,82.02,96.00
-0.25,-0.04,0.86,-19.31,-0.88,-2.23,11.28,52.30,509,82.02,96.00
-0.25,-0.04,0.87,-19.80,-0.83,-2.06,11.20,52.16,510,82.02,96.00
-0.25,-0.04,0.87,-19.44,-0.97,-2.22,11.52,52.74,515,79.01,96.00
-0.26,-0.04,0.86,-19.56,-0.85,-2.17,11.04,51.87,512,79.01,96.00
-0.25,-0.03,0.86,-19.31,-0.93,-2.17,12.49,54.48,510,79.01,96.00
-0.25,-0.04,0.87,-19.68,-0.97,-2.09,12.41,54.33,511,79.01,96.00
-0.26,-0.03,0.87,-19.31,-1.02,-1.85,11.04,51.87,511,79.01,96.00
-0.26,-0.04,0.86,-19.56,-1.09,-2.98,10.88,51.58,510,79.01,96.00
-0.26,-0.03,0.86,-19.44,-1.29,-2.70,11.28,52.30,508,79.01,96.00
-0.26,-0.04,0.87,-19.31,-1.05,-2.10,11.68,53.03,511,81.48,96.00
-0.25,-0.03,0.88,-19.68,-1.09,-2.08,12.97,55.35,513,81.48,96.00
-0.26,-0.04,0.87,-19.56,-1.02,-1.95,11.44,52.59,509,81.48,96.00
-0.26,-0.03,0.87,-19.56,-0.85,-2.15,12.73,54.91,509,81.48,96.00
-0.26,-0.04,0.87,-19.56,-1.03,-2.09,11.76,53.17,514,81.48,96.00
-0.26,-0.04,0.88,-19.56,-1.15,-2.21,12.81,55.06,509,81.48,96.00
-0.25,-0.03,0.87,-19.68,-0.92,-2.14,11.12,52.01,510,87.42,96.00
-0.26,-0.03,0.87,-19.56,-1.02,-2.21,11.28,52.30,510,87.42,96.00
-0.25,-0.04,0.87,-19.56,-0.85,-2.15,12.17,53.90,514,87.42,96.00
-0.25,-0.03,0.87,-19.44,-0.77,-1.95,11.92,53.46,510,87.42,96.00
-0.25,-0.03,0.87,-19.56,-1.00,-2.18,12.17,53.90,509,87.42,96.00
-0.25,-0.03,0.87,-19.56,-1.10,-1.98,11.36,52.45,509,87.42,96.00
-0.26,-0.04,0.87,-19.56,-1.26,-2.20,12.73,54.91,509,91.19,96.00
-0.25,-0.03,0.86,-19.56,-0.91,-2.27,11.60,52.88,510,91.19,96.00
-0.25,-0.04,0.87,-19.56,-0.84,-1.97,11.60,52.88,513,91.19,96.00
-0.26,-0.04,0.86,-19.56,-0.98,-2.13,9.83,49.69,511,91.19,96.00
-0.25,-0.03,0.86,-19.44,-1.05,-2.15,13.29,55.93,512,91.19,96.00
-0.26,-0.04,0.87,-19.56,-0.78,-2.15,11.92,53.46,512,91.19,96.00
-0.26,-0.04,0.87,-19.56,-0.95,-1.95,12.81,55.06,509,91.19,96.00
-0.26,-0.03,0.87,-19.44,-0.93,-2.14,11.60,52.88,507,92.62,96.00
-0.26,-0.04,0.87,-19.56,-1.16,-2.19,11.60,52.88,511,92.62,96.00
-0.26,-0.03,0.87,-19.56,-1.16,-2.18,11.60,52.88,513,92.62,96.00
-0.26,-0.04,0.86,-19.68,-0.93,-2.31,12.89,55.20,514,92.62,96.00
-0.25,-0.03,0.88,-19.56,-0.76,-1.85,11.44,52.59,510,92.62,96.00
-0.25,-0.03,0.87,-19.56,-1.02,-2.15,12.89,55.20,513,92.62,96.00
-0.25,-0.03,0.87,-19.31,-1.02,-2.15,11.20,52.16,511,91.42,96.00
-0.26,-0.04,0.87,-19.56,-1.14,-2.10,12.65,54.77,507,91.42,96.00
-0.25,-0.03,0.87,-19.44,-0.85,-2.24,12.08,53.75,512,91.42,96.00
-0.25,-0.03,0.87,-19.56,-1.05,-2.23,11.60,52.88,509,91.42,96.00
-0.26,-0.04,0.87,-19.44,0.11,0.08,11.76,53.17,512,91.42,96.00
-0.25,-0.04,0.87,-19.56,-0.74,-1.71,12.08,53.75,513,91.42,96.00
-0.26,-0.04,0.86,-19.68,-1.11,-2.14,11.76,53.17,511,91.42,96.00
-0.25,-0.03,0.86,-19.56,-1.11,-2.15,12.49,54.48,512,87.07,96.00
-0.25,-0.03,0.87,-19.68,-0.99,-2.18,11.36,52.45,508,87.07,96.00
-0.25,-0.04,0.87,-19.56,-1.16,-2.15,8.78,47.81,512,87.07,96.00
-0.26,-0.04,0.87,-19.56,-1.03,-2.15,11.60,52.88,514,87.07,96.00
-0.26,-0.04,0.87,-19.68,-0.89,-2.24,11.28,52.30,509,87.07,96.00
-0.25,-0.03,0.87,-19.80,-0.89,-2.15,11.60,52.88,516,87.07,96.00
-0.25,-0.04,0.87,-19.44,-0.74,-2.20,12.97,55.35,508,87.07,96.00
-0.25,-0.04,0.87,-19.56,-1.11,-2.11,11.12,52.01,510,85.59,96.00
-0.25,-0.03,0.88,-19.19,-0.85,-2.44,13.21,55.78,512,85.59,96.00
-0.26,-0.03,0.87,-19.80,-0.90,-2.18,11.84,53.32,512,85.59,96.00
-0.26,-0.04,0.87,-19.68,-1.01,-2.02,10.47,50.85,516,85.59,96.00
-0.25,-0.04,0.87,-19.56,-1.02,-2.14,13.05,55.49,514,85.59,96.00
-0.26,-0.03,0.87,-19.44,-1.01,-2.12,12.00,53.61,510,85.59,96.00
-0.26,-0.04,0.86,-19.56,-0.98,-1.81,12.81,55.06,512,90.88,96.00
-0.25,-0.03,0.87,-19.68,-1.06,-2.33,12.73,54.91,510,90.88,96.00
-0.26,-0.03,0.87,-19.56,-1.27,-2.05,10.31,50.56,510,90.88,96.00
-0.26,-0.03,0.86,-19.44,-1.09,-2.28,11.20,52.16,512,90.88,96.00
-0.26,-0.04,0.87,-19.56,-0.97,-2.12,11.60,52.88,510,90.88,96.00
-0.25,-0.04,0.86,-19.68,-0.95,-2.18,11.60,52.88,511,90.88,96.00
-0.25,-0.03,0.87,-19.56,-1.05,-2.15,13.21,55.78,513,89.43,96.00
-0.26,-0.04,0.86,-19.44,-1.00,-2.06,11.68,53.03,509,89.43,96.00
-0.25,-0.03,0.87,-19.56,-1.05,-2.21,11.52,52.74,508,89.43,96.00
-0.25,-0.04,0.87,-19.56,-0.85,-2.17,11.68,53.03,512,89.43,96.00
-0.26,-0.03,0.86,-19.68,-0.92,-2.18,13.21,55.78,508,89.43,96.00
-0.26,-0.04,0.87,-19.56,-1.32,-2.17,11.52,52.74,514,89.43,96.00
-0.26,-0.03,0.86,-19.68,-1.08,-2.32,12.08,53.75,508,89.43,96.00
-0.25,-0.04,0.87,-19.44,-1.18,-2.20,11.60,52.88,513,90.81,96.00
-0.26,-0.03,0.88,-19.56,-1.25,-2.10,12.33,54.19,510,90.81,96.00
-0.25,-0.04,0.87,-19.44,-0.95,-2.47,12.97,55.35,510,90.81,96.00
-0.25,-0.03,0.87,-19.56,-1.00,-2.15,11.92,53.46,510,90.81,96.00
-0.26,-0.04,0.86,-19.68,-1.11,-2.11,11.68,53.03,509,90.81,96.00
-0.25,-0.04,0.87,-19.80,-1.11,-2.20,11.60,52.88,512,90.81,96.00
-0.25,-0.03,0.87,-19.44,-0.99,-2.47,12.89,55.20,513,89.41,96.00
-0.26,-0.04,0.87,-19.56,-1.05,-1.95,11.60,52.88,506,89.41,96.00
-0.25,-0.04,0.88,-19.68,-0.99,-2.18,12.73,54.91,507,89.41,96.00
-0.26,-0.03,0.87,-19.56,-0.89,-2.05,11.52,52.74,509,89.41,96.00
-0.25,-0.04,0.87,-19.56,-1.08,-2.15,11.60,52.88,510,89.41,96.00
-0.26,-0.03,0.87,-19.44,-1.11,-2.02,11.84,53.32,512,89.41,96.00
-0.22,0.05,0.88,-19.68,0.07,-0.08,11.60,52.88,507,89.41,96.00
-0.25,-0.03,0.87,-19.68,-1.28,-2.60,12.17,53.90,510,89.25,96.00
-0.25,-0.04,0.86,-19.56,-1.16,-2.06,12.41,54.33,509,89.25,96.00
-0.25,-0.03,0.87,-19.68,-0.79,-1.89,11.60,52.88,509,89.25,96.00
-0.26,-0.03,0.87,-19.56,-0.69,-1.69,11.60,52.88,511,89.25,96.00
-0.26,-0.03,0.87,-19.56,-1.04,-2.16,11.68,53.03,509,89.25,96.00
-0.26,-0.04,0.87,-19.68,-0.68,-2.13,12.65,54.77,511,89.25,96.00
-0.26,-0.03,0.87,-19.80,-1.02,-2.18,11.60,52.88,510,89.25,96.00
-0.26,-0.04,0.87,-19.56,-0.95,-1.95,11.60,52.88,512,80.90,96.00
-0.26,-0.04,0.86,-19.56,-1.11,-2.32,11.20,52.16,513,80.90,96.00
-0.26,-0.03,0.86,-19.44,-1.05,-2.11,12.41,54.33,513,80.90,96.00
-0.25,-0.03,0.88,-19.68,-1.18,-2.02,12.17,53.90,511,80.90,96.00
-0.26,-0.04,0.87,-19.56,-1.15,-2.21,12.17,53.90,510,80.90,96.00
-0.25,-0.03,0.87,-19.80,-1.27,-2.18,11.76,53.17,509,80.90,96.00
-0.26,-0.03,0.87,-19.56,-1.08,-2.10,11.52,52.74,515,80.90,96.00
-0.25,-0.03,0.86,-19.56,-1.02,-2.04,12.08,53.75,512,81.60,96.00
-0.26,-0.03,0.87,-19.31,-0.95,-1.89,11.52,52.74,508,81.60,96.00
-0.26,-0.03,0.88,-19.68,-0.98,-2.17,13.21,55.78,510,81.60,96.00
-0.26,-0.03,0.88,-19.56,-0.93,-1.86,11.28,52.30,510,81.60,96.00
-0.26,-0.04,0.87,-19.44,-1.09,-2.11,10.88,51.58,505,81.60,96.00
-0.25,-0.03,0.87,-19.80,-1.08,-2.18,12.17,53.90,511,81.60,96.00
-0.26,-0.03,0.87,-19.56,-1.22,-2.21,11.28,52.30,511,81.60,96.00
-0.26,-0.04,0.87,-19.56,-0.85,-2.17,13.37,56.07,512,80.44,96.00
-0.26,-0.03,0.86,-19.56,-1.06,-2.10,12.33,54.19,511,80.44,96.00
-0.26,-0.03,0.86,-19.68,-1.04,-2.15,11.60,52.88,509,80.44,96.00
-0.26,-0.03,0.88,-19.80,-1.00,-2.24,12.08,53.75,509,80.44,96.00
-0.25,-0.04,0.86,-19.56,-1.01,-2.21,11.84,53.32,515,80.44,96.00
-0.25,-0.03,0.87,-19.44,-1.02,-2.37,11.20,52.16,511,80.44,96.00
-0.26,-0.03,0.87,-19.56,-1.01,-2.19,12.33,54.19,513,80.44,96.00
-0.25,-0.03,0.87,-19.68,-1.05,-2.05,11.84,53.32,508,80.44,96.00
-0.26,-0.03,0.87,-19.68,-0.82,-2.21,11.04,51.87,512,79.47,96.00
-0.25,-0.04,0.86,-19.56,-1.05,-2.25,13.05,55.49,511,79.47,96.00
-0.25,-0.03,0.87,-19.68,-1.12,-2.03,14.18,57.52,510,79.47,96.00
-0.25,-0.04,0.87,-19.56,-1.13,-2.11,11.76,53.17,512,79.47,96.00
-0.25,-0.04,0.86,-19.56,-1.15,-2.11,11.60,52.88,512,79.47,96.00
-0.25,-0.03,0.87,-19.68,-1.08,-2.01,10.88,51.58,514,79.47,96.00
-0.26,-0.03,0.87,-19.56,-0.91,-2.13,12.97,55.35,511,79.47,96.00
-0.25,-0.04,0.87,-19.80,-1.14,-2.20,11.52,52.74,517,79.22,96.00
-0.25,-0.03,0.87,-19.80,-0.75,-2.06,12.00,53.61,510,79.22,96.00
-0.26,-0.03,0.88,-19.56,-0.92,-2.08,12.89,55.20,511,79.22,96.00
-0.25,-0.04,0.88,-19.44,-1.05,-2.15,11.68,53.03,510,79.22,96.00
-0.26,-0.04,0.87,-19.56,-0.92,-2.23,11.60,52.88,513,79.22,96.00
-0.26,-0.03,0.87,-19.80,-0.89,-2.08,11.60,52.88,507,79.22,96.00
-0.26,-0.04,0.87,-19.56,-0.84,-2.19,12.49,54.48,513,79.22,96.00
-0.26,-0.04,0.87,-19.92,-1.02,-2.11,12.65,54.77,516,78.87,96.00
-0.25,-0.03,0.87,-19.68,-1.08,-2.18,11.44,52.59,509,78.87,96.00
-0.26,-0.04,0.87,-19.80,-0.73,-1.53,12.81,55.06,509,78.87,96.00
-0.26,-0.03,0.86,-19.44,-1.06,-2.69,11.60,52.88,509,78.87,96.00
-0.26,-0.03,0.87,-19.56,-0.85,-2.19,11.84,53.32,509,78.87,96.00
-0.25,-0.04,0.86,-19.44,-0.93,-2.13,11.60,52.88,512,78.87,96.00
-0.26,-0.03,0.86,-19.68,-1.05,-2.03,11.20,52.16,512,78.87,96.00
-0.26,-0.04,0.87,-19.56,-0.79,-2.05,12.17,53.90,512,83.60,96.00
-0.25,-0.04,0.86,-19.44,-0.95,-2.42,13.29,55.93,511,83.60,96.00
-0.26,-0.04,0.87,-19.31,-1.15,-2.18,12.49,54.48,511,83.60,96.00
-0.26,-0.03,0.87,-19.68,-0.92,-2.15,12.00,53.61,510,83.60,96.00
-0.26,-0.04,0.86,-19.56,-1.02,-1.98,11.60,52.88,511,83.60,96.00
-0.25,-0.04,0.88,-19.56,-0.85,-1.88,11.60,52.88,510,83.60,96.00
-0.25,-0.04,0.87,-19.68,-0.96,-2.09,12.89,55.20,513,83.60,96.00
-0.26,-0.04,0.86,-19.80,-1.03,-2.08,12.41,54.33,508,84.71,96.00
-0.26,-0.03,0.87,-19.68,-0.91,-2.00,12.17,53.90,513,84.71,96.00
-0.25,-0.03,0.86,-19.56,-1.07,-2.09,12.41,54.33,512,84.71,96.00
-0.25,-0.03,0.87,-19.44,-0.93,-1.68,10.63,51.14,510,84.71,96.00
-0.26,-0.04,0.87,-19.56,-1.09,-2.02,10.88,51.58,511,84.71,96.00
-0.26,-0.03,0.87,-19.44,-0.99,-2.21,12.41,54.33,513,84.71,96.00
-0.26,-0.04,0.87,-19.56,-1.11,-2.29,13.13,55.64,512,87.47,96.00
-0.25,-0.03,0.86,-19.68,-0.95,-2.07,12.17,53.90,513,87.47,96.00
-0.26,-0.04,0.87,-19.56,-0.99,-2.06,11.68,53.03,508,87.47,96.00
-0.26,-0.03,0.87,-19.68,-1.13,-2.19,13.13,55.64,512,87.47,96.00
-0.26,-0.04,0.86,-19.80,-0.92,-2.02,11.52,52.74,509,87.47,96.00
-0.26,-0.04,0.87,-19.56,-1.15,-2.14,12.33,54.19,509,87.47,96.00
-0.26,-0.04,0.88,-19.56,-1.22,-2.18,11.84,53.32,511,87.47,96.00
-0.25,-0.04,0.86,-19.56,-0.96,-2.21,11.84,53.32,510,88.71,96.00
-0.26,-0.04,0.86,-19.68,-0.96,-2.21,12.49,54.48,511,88.71,96.00
-0.26,-0.03,0.87,-19.80,-1.02,-2.33,13.13,55.64,512,88.71,96.00
-0.26,-0.04,0.87,-19.44,-0.87,-2.14,11.28,52.30,508,88.71,96.00
-0.26,-0.04,0.87,-19.68,-1.01,-2.24,11.84,53.32,510,88.71,96.00
-0.26,-0.04,0.87,-19.56,-0.84,-2.08,11.60,52.88,510,88.71,96.00
